name,phone,address,rating,website,city,business_type,contacted
Results,," Bus Stand, Plot 941, New, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Bus Stand, Plot 941, New, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," 87RV+M5G, SH 5, Jai Hind Nagar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," 8897+H7Q, IIT Main Rd, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," 8897+H7Q, IIT Main Rd, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," IIT Main Rd, beside OM KUMAR SWEETS, PURIGATE, Kharagpur, West Bengal 721302",4.5 stars,https://instagram.com/sumitkumar9093?igshid=OGQ5ZDc2ODk2ZA==&utm_source=qr,kharagpur,cafe,0
Results,," Gate Bazar, New Settlement, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," IIT Main Rd, near HANUMAN MANDIR, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," IIT Main Rd, near HANUMAN MANDIR, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,https://spicydarbar.com/contact-us.html,kharagpur,cafe,0
Results,," Scholars Ave, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," Scholars Ave, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," 88HG+F7X, Jhapatapur, South Side, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," debnath para, Talbagicha, Kharagpur, West Bengal 721306",4.5 stars,http://foodnestrestaurant.com/,kharagpur,cafe,0
Results,," debnath para, Talbagicha, Kharagpur, West Bengal 721306",4.5 stars,http://foodnestrestaurant.com/,kharagpur,cafe,0
Results,," Kharagpur City Rd, Inda, Kharagpur, West Bengal 721305",4.5 stars,,kharagpur,cafe,0
Results,," Kharagpur City Rd, Inda, Kharagpur, West Bengal 721305",4.5 stars,,kharagpur,cafe,0
Results,," Inda, Kharagpur, West Bengal 721305",4.5 stars,,kharagpur,cafe,0
Results,," IIT Campus, 1BR -19, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," IIT Campus, 1BR -19, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,,kharagpur,cafe,0
Results,," 88RG+8M2, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Railway Gate Road, opposite Balarampur Rail Gate Durga Mandir, Balarampur, Kharagpur, West Bengal 721301",4.5 stars,https://wa.me/message/2VD5K4ISPSGLC1,kharagpur,cafe,0
Results,," Kharagpur City Rd, beside HP Petrol Pump, Inda, Kharagpur, West Bengal 721305",4.5 stars,https://www.dominos.co.in/store-locations/kharagpur/ot-roadkharagpur?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,kharagpur,cafe,0
Results,," Kharagpur City Rd, beside HP Petrol Pump, Inda, Kharagpur, West Bengal 721305",4.5 stars,https://www.dominos.co.in/store-locations/kharagpur/ot-roadkharagpur?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,kharagpur,cafe,0
Results,," Kharagpur City Rd, beside HP Petrol Pump, Inda, Kharagpur, West Bengal 721305",4.5 stars,https://www.dominos.co.in/store-locations/kharagpur/ot-roadkharagpur?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,kharagpur,cafe,0
Results,," Kharagpur City Rd, beside HP Petrol Pump, Inda, Kharagpur, West Bengal 721305",4.5 stars,https://www.dominos.co.in/store-locations/kharagpur/ot-roadkharagpur?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,kharagpur,cafe,0
Results,," Kharagpur City Rd, beside HP Petrol Pump, Inda, Kharagpur, West Bengal 721305",4.5 stars,https://www.dominos.co.in/store-locations/kharagpur/ot-roadkharagpur?src=local_gmb&utm_source=Google_GMB&utm_medium=GMB_SEO_urls_website,kharagpur,cafe,0
Results,," Jagdamba complex, below V mart, Malancha, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Jagdamba complex, below V mart, Malancha, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," beside Oil Mill, Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," beside Oil Mill, Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puri Gate, near, Main Gate, near आदित्य इन्फोटेक, IIT, Kharagpur, West Bengal 721302",4.5 stars,https://g.page/delicious-restaurant-kharagpur?we,kharagpur,cafe,0
Results,," Puri Gate, near, Main Gate, near आदित्य इन्फोटेक, IIT, Kharagpur, West Bengal 721302",4.5 stars,https://g.page/delicious-restaurant-kharagpur?we,kharagpur,cafe,0
Results,," near Seven Star Club, Talbagicha, Kharagpur, West Bengal 721306",4.5 stars,https://ekanto.inmyarea.in/,kharagpur,cafe,0
Results,," near Seven Star Club, Talbagicha, Kharagpur, West Bengal 721306",4.5 stars,https://ekanto.inmyarea.in/,kharagpur,cafe,0
Results,," near Seven Star Club, Talbagicha, Kharagpur, West Bengal 721306",4.5 stars,https://ekanto.inmyarea.in/,kharagpur,cafe,0
Results,," Nalanda Complex, Ardeshir Dalal Ave, IIT Kharagpur, Kharagpur, West Bengal 721302",4.5 stars,https://subway.in/,kharagpur,cafe,0
Results,," Near, Gole Bazar Rd, Kharagpur, West Bengal 721301",4.5 stars,https://jsdl.in/DT-99MEEA6AMEE,kharagpur,cafe,0
Results,," 87VG+FV4, Malancha Main Rd, Malancha, Kharagpur, West Bengal 721304",4.5 stars,,kharagpur,cafe,0
Results,," Gole Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Shop number 74, behind bata showroom, Old Settlement, Kharagpur, Gole Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Puratan Bazar, Kharagpur, West Bengal 721301",4.5 stars,,kharagpur,cafe,0
Results,," Malancha Main Rd, Nimpura, Kharagpur, West Bengal 721304",4.5 stars,,kharagpur,cafe,0
Results,," Malancha Main Rd, Nimpura, Kharagpur, West Bengal 721304",4.5 stars,,kharagpur,cafe,0
Results,," Malancha Main Rd, Nimpura, Kharagpur, West Bengal 721304",4.5 stars,,kharagpur,cafe,0
